id,Соотношение матрица-наполнитель,"Плотность, кг/м3","Модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2"
428,3.719014957,1866.653447000,1001.285793000,153.427802700,22.718402740,288.133573200,279.016948700,74.675633790,3223.607474000,160.304704000
429,3.375777544,1990.227859000,355.689701300,139.742234300,20.670916360,237.096369300,237.977243000,74.028815200,2151.323833000,236.946987800
430,1.744625203,2025.551362000,320.664460200,91.512049630,26.596077050,221.034881800,184.287099200,73.862465710,1901.454724000,212.192244100
431,3.318032308,2079.216323000,516.439005100,77.330334190,24.799018550,223.749030800,402.943971600,69.102559300,1595.679674000,246.810874500
432,2.216487958,1917.386089000,1378.645894000,111.596268500,22.430430520,268.145376000,130.611970600,74.220350810,2082.820982000,251.244418700
433,2.847259217,1934.263621000,625.785725700,82.702938020,24.251486180,300.768840900,541.150915500,72.520108550,2774.432614000,350.360852600
434,3.501555413,2038.056086000,637.639794200,126.271952700,21.881400490,310.700188700,394.643045000,75.566257520,1873.665335000,210.710992700
435,4.200929520,2005.525252000,1065.579877000,138.137197800,18.295398470,378.482590400,618.409544900,70.643899600,1703.062546000,225.535645300
436,2.717222633,2002.618092000,1049.406341000,109.907757500,24.090622090,325.877073100,298.267628700,74.602395040,2564.521373000,145.763464200
437,3.485427211,2026.110475000,778.439914800,133.388201700,26.145994300,304.525938700,795.668948300,72.429975940,2445.124507000,143.648059200
438,3.121963303,2011.351029000,386.740062000,118.954187100,23.695820960,292.359253700,324.058950700,76.564018910,2741.401228000,168.829523700
439,1.872760388,2069.446242000,921.751025300,149.517160900,25.269367250,315.006025600,126.591897100,69.175075360,2029.265957000,194.207851300
440,3.903845937,2045.799198000,744.701868300,131.320861300,23.307789930,303.406215000,493.562266800,70.219671480,1993.459958000,281.837023800
441,2.392642737,1928.292618000,280.722588600,97.583261030,17.872587180,288.044440800,71.020109830,75.934806740,2708.629012000,314.309798800
442,3.537345809,1948.410433000,914.015637800,41.886277080,19.701107460,240.987543700,399.817803600,71.691014080,2583.421439000,236.509597500
443,3.101515925,1909.169662000,931.797201100,136.953374200,18.424786800,268.969049700,419.947711600,74.821901580,2650.580419000,347.995377400
444,3.174403819,1980.823788000,459.047069700,81.162535090,21.787357800,322.371649200,233.898870800,73.789820810,2219.142605000,200.414215500
445,2.284560226,2011.585340000,478.407538200,148.575838500,23.763974930,274.520034200,428.055133800,71.674705650,1975.586922000,141.172322300
446,4.770072912,1931.131457000,516.692588700,101.364383000,21.538328170,301.310480400,168.376964300,70.910512520,2357.739620000,198.668197000
447,3.501414822,2037.052469000,746.020626000,109.701266800,22.881159380,261.351486600,828.061174600,73.528437670,2475.114083000,205.540520000
448,2.435946308,1963.974220000,741.037038100,33.624186500,25.259069740,278.271284200,792.107216600,79.878656580,2414.230597000,196.716929900
449,2.594685683,1893.098744000,819.395048800,103.703213300,24.712290670,264.578691100,1053.248003000,73.951946920,3012.134870000,235.936928000
450,2.891296318,2030.510185000,1024.012541000,54.316671860,25.347284350,319.968750700,494.514149300,73.719702510,3656.158363000,328.960978600
451,1.421777585,1861.331537000,542.141709500,120.304347700,22.329711640,261.397407900,445.035186400,75.180841790,3334.709520000,202.737709100
452,3.996592385,2049.202538000,1030.856147000,113.838734300,23.193729570,344.835161300,791.400206100,74.628879840,2420.066446000,218.328458200
453,1.922184782,1994.960997000,848.980477200,76.538626430,21.360763480,263.654722300,559.071405300,68.361116440,1996.670999000,250.673130300
454,2.971154560,2098.475039000,1046.534488000,76.238582210,22.571861880,230.635311500,548.214615400,71.844821640,2355.323234000,281.413769000
455,3.459060950,1893.736814000,361.712628800,71.616869620,26.626995050,193.880158900,428.216931800,76.778489190,2612.920168000,116.845710400
456,3.839343213,1832.488438000,670.710679900,128.294056300,25.856842640,285.588941200,680.482661400,76.446943790,2751.587084000,220.701963500
457,3.188970842,1870.917728000,1300.473921000,49.541585260,25.723872610,281.111723200,406.763854800,72.562999340,2597.677710000,275.217434300
458,2.127935316,1990.495542000,667.836803300,80.474542350,24.998201040,330.675199400,402.772337200,68.976465990,2511.373624000,295.458298900
459,2.833718916,2000.282974000,1197.213117000,80.143146420,26.110138350,308.697008600,188.345197500,69.489456800,2988.191664000,336.646188000
460,3.096419058,2040.229870000,536.663038700,168.536508800,19.417348310,329.517248400,1288.691844000,69.367178610,1831.362292000,246.666401100
461,3.150280962,2018.730096000,666.071055300,95.431803880,19.436391220,243.658653500,1013.463394000,75.547226190,2418.391967000,327.004004400
462,2.538561702,2055.003531000,765.121952600,99.556765790,18.968148170,371.425994100,493.405155300,71.934726340,3308.335813000,216.122061700
463,2.254452122,1918.505388000,923.222626200,102.856973300,21.778324730,304.152922800,99.372553470,76.666929720,2821.643613000,189.650865900
464,2.440166024,1980.132394000,357.938256100,130.541847900,21.177094130,290.618547100,119.756191500,68.900702560,1577.288189000,129.038238200
465,2.870543920,2087.293217000,257.935595500,80.430239590,23.476371910,205.286820800,500.887933000,73.015273850,2759.752788000,230.792997700
466,2.408626136,1926.563761000,637.884690200,53.753338280,18.399305470,275.890335200,263.449279800,77.662034970,1973.734897000,304.246114800
467,2.547479135,1960.649671000,430.750399000,125.233583500,24.458240640,376.978623100,881.629038000,75.323253400,2535.974160000,326.751868200
468,2.086085834,1983.422534000,714.079972800,96.885762390,20.490300200,274.267099400,769.383767100,73.428672600,2551.266585000,190.042400200
469,2.783675493,1990.290555000,331.404635200,127.256086000,20.091444980,230.228198700,577.408889400,74.303716530,3249.696766000,176.945877800
470,3.590140386,2002.624373000,544.119982100,86.271424590,19.898380310,341.372950800,906.818437700,76.171581500,3139.978961000,312.169810600
471,3.656437011,1923.649471000,559.380731800,109.219575200,22.397008290,306.957574700,452.025051300,72.216523760,2596.398221000,41.048277950
472,1.940662748,1973.867201000,229.112346800,123.308874300,22.566069260,291.028253300,655.775885800,69.867260270,2135.921724000,246.585103800
473,1.600045799,1923.566230000,878.057977800,80.436014920,20.837087470,249.560845900,334.489581800,70.646921700,2027.406082000,166.111368400
474,2.977192977,2007.427985000,399.270355000,110.099044000,20.181501250,236.656653600,46.652325220,67.265647900,2590.635747000,100.379499100
475,2.874562813,1981.660591000,66.627289800,146.971836900,28.907470030,259.141150600,1063.836441000,66.265289960,2680.406567000,218.448971200
476,1.721309923,1918.533621000,1295.274795000,111.200954000,24.278097990,267.762168200,23.503929950,71.908481550,2591.475502000,266.852204100
477,1.747880040,2015.680181000,1034.808116000,95.113460640,23.349889550,285.947768100,223.250699300,74.443884660,1866.392726000,253.862326500
478,2.654483113,2125.685960000,1402.228706000,167.468034200,26.166558850,254.561854900,366.982987400,74.775891970,1942.469694000,309.476764300
479,2.424798259,1983.452057000,1026.233755000,103.222955800,18.009822670,243.580494200,733.269062100,71.331364030,3305.286922000,200.302003400
480,1.934061429,2097.110886000,764.246548200,103.418854700,22.879572890,298.242388600,711.229253600,74.070614960,2751.750346000,117.299953600
481,2.926823997,1883.306258000,1197.280772000,97.575685060,22.020977470,348.134493800,315.667922700,69.775824160,2403.843424000,127.854648600
482,3.236210982,2026.604164000,543.407908600,129.220204100,21.513066030,257.180952000,11.674960740,71.454455960,1894.663766000,184.492212100
483,3.394639758,2094.827518000,650.780909300,104.186342600,25.804563760,311.435749500,588.052463700,72.794143410,2672.164779000,246.144793500
484,2.647706470,1907.928883000,441.695145400,99.062351730,22.283904100,350.430936800,317.094148300,75.280331800,2167.241512000,143.135613300
485,3.833344221,1884.078729000,582.802386100,70.786717160,24.874901080,340.848859700,1101.433265000,75.743314810,2185.717686000,298.668831100
486,3.290878913,2037.898856000,702.612296900,87.067519100,20.746711310,335.026335900,372.217130900,72.039052650,2232.096572000,206.981035900
487,2.920376438,2087.646817000,4.339154353,76.784021300,18.552219960,258.302450200,68.508118590,74.062348990,2475.645729000,237.850070400
488,4.388382405,1940.086972000,781.878612500,102.062367800,24.143841500,287.281300300,504.031526100,76.206851700,2235.570049000,267.567175100
489,3.298267946,2047.141456000,480.393709500,144.191752500,22.705433510,259.198931400,128.265653500,73.119551560,3337.690563000,153.508694400
490,2.438256208,1832.019730000,449.761026900,89.995475670,24.096228730,254.541470400,466.376124100,75.891242690,2456.393368000,97.026947390
491,5.258894578,2094.194920000,393.069837600,61.441277550,20.327411160,227.981321000,371.518039600,70.349251060,2717.004262000,195.359204000
492,2.897013269,1868.222475000,501.498474800,131.670731500,23.921380150,269.278061200,372.306032300,77.141940880,2493.801932000,274.774610000
493,2.068641271,2014.797981000,1083.186235000,87.842143960,22.178914190,250.472074000,554.583489200,72.747540980,2160.577394000,118.670840800
494,1.512671784,1994.132101000,908.615892600,53.266747190,21.588736600,368.772634300,285.543445700,71.444581440,2350.243870000,225.167976200
495,2.132552318,2033.684615000,775.055033500,192.851701800,20.007523890,360.874137300,692.366085900,70.054190950,1950.973300000,306.093242000
496,2.966839394,1849.281282000,1267.641202000,93.619944030,27.047600970,275.989489000,493.624551200,70.286939770,2294.627295000,202.784931300
497,3.016343374,2079.295010000,1122.119595000,105.588807800,25.181815320,268.548003300,292.979124100,70.199234020,2347.135204000,166.876117800
498,3.885845833,1945.263177000,846.764369200,128.163422600,24.093162130,316.790835300,236.285721200,74.454794050,2855.131016000,221.939702100
499,1.813905868,2170.342363000,909.682528900,89.333826880,18.825180890,270.810351000,95.648447370,71.933722940,3047.474139000,238.096455600
500,1.810788034,1939.888139000,871.084607700,136.163669500,21.389095620,273.631767900,443.959193500,80.147703180,2341.432682000,242.577709200
501,4.363548034,2097.723520000,1220.174963000,97.954386420,20.624254180,350.704788400,348.451701000,67.539083540,2191.792113000,247.373357400
502,2.185092765,2048.400772000,564.665126400,158.535067300,24.882755600,302.409267400,449.089802000,72.895373580,1863.515457000,194.521977800
503,1.367584901,2088.013591000,923.421474000,192.705385400,23.119300670,251.997689400,59.939393190,77.627653640,2149.657181000,33.803025530
504,2.701484999,1898.262943000,927.375048000,78.735765060,25.573778240,362.651758900,218.819076600,74.236659590,1991.478742000,313.192730300
505,5.452959431,1918.688919000,1016.975202000,119.048341000,23.461800420,275.341538400,41.129427850,82.237599860,2066.553692000,278.510336900
506,1.847816860,2010.572353000,481.439638000,111.528182800,23.124034740,230.657508000,412.318929700,73.347465110,2739.929553000,244.250885600
507,3.795913776,1890.091222000,745.610656600,139.652424300,24.208718400,338.370779500,989.032622800,67.671879000,2852.310604000,236.144387600
508,1.874389255,1925.336382000,1081.656687000,97.142289290,21.631285670,333.364063600,702.726766000,76.102633740,2749.472482000,239.843941100
509,3.916760057,2127.026037000,1050.931976000,102.789010200,18.733329050,262.873762700,14.496964210,77.793395190,2083.176977000,303.094659200
510,2.669403665,2011.438028000,668.367984800,93.003864860,21.976622760,237.295252200,227.638025000,74.414663430,2600.087833000,176.592270000
511,4.218868661,2012.728817000,678.842400400,32.019221560,22.367733100,226.523009000,79.518438280,77.359520830,1948.116573000,194.988374900
512,2.798557243,1856.907169000,1371.328452000,101.205693200,18.295865900,301.672937400,601.823217100,73.934960430,3221.945991000,181.278529100
513,2.219588612,1984.978691000,1162.302944000,119.143040000,27.813183180,344.335956000,490.219201600,75.069302930,2500.450609000,228.023653800
514,1.738146685,1928.770701000,1495.726022000,92.467666530,23.397318150,350.968904100,911.205329200,72.758291960,2395.103600000,250.427195700
515,2.567151166,2008.455788000,1274.454323000,79.634989110,20.423140900,272.012167900,41.319020100,67.972217940,2437.289279000,179.858423500
516,4.415135789,1805.735999000,1147.088949000,166.610335400,18.498697680,313.192510200,746.936300300,70.508634070,3321.765597000,187.622716500
517,2.504048767,2020.947411000,933.322454500,106.797330700,23.185636670,266.090178100,201.812343000,78.399562410,2799.673233000,350.672127400
518,2.586855874,1863.397652000,691.776020200,105.714345100,23.981928350,312.548889600,373.717122500,78.925612200,2729.521348000,272.580745500
519,2.581427359,1978.197906000,982.325365800,164.568242500,22.932199010,234.477874900,790.487927500,76.068672600,3113.391892000,262.238842800
520,2.699187577,2039.344180000,2.436908754,116.365765900,24.921718520,223.057932000,697.411809000,71.979321740,2657.645298000,187.868788600
521,3.364293023,1998.414024000,883.636811100,147.122139100,17.774731850,272.899866800,430.807673500,78.597516320,1673.599514000,196.187516500
522,2.895476578,1931.337528000,597.639899600,138.954507700,23.914238120,237.613813600,354.395697200,71.252628340,2178.674617000,220.373525500
523,2.752397639,1932.046092000,11.312942580,122.388880600,18.518832100,327.516556800,384.207155200,70.916879220,3636.892992000,89.825568060
524,3.508614554,2036.979393000,653.611347500,165.685912400,23.170184450,301.732089100,127.348409600,71.813187510,2423.280274000,210.332517700
525,3.790051267,1962.764956000,673.263748800,73.780950940,18.800745530,351.088179600,412.504400100,77.180804670,2572.155786000,271.263323100
526,4.148301050,2025.522347000,132.549747600,75.434400290,22.147418590,278.506808600,343.627448400,69.700320890,2504.330408000,197.121394200
527,3.546414788,1838.749121000,966.413784300,57.884784910,23.909599170,250.183684500,11.295224180,71.904095210,2939.508928000,306.876083300
528,3.482205550,1972.320285000,1144.216057000,133.821003900,23.059777510,323.411150500,1.668002204,69.668357580,1676.226034000,165.884660300
529,3.916135202,1830.332164000,471.506958200,133.312207700,19.918812810,209.999730800,241.219283000,73.519831310,2826.723248000,304.184250100
530,1.522192064,1995.531445000,69.216578020,108.478856300,23.608196710,300.302810800,696.581339900,71.217734290,2435.072910000,180.225005800
531,2.753502678,1907.952749000,1037.444749000,71.664151180,22.568698170,244.022704900,204.665803300,70.634399650,1994.177827000,181.139650000
532,3.369503765,1985.689774000,1490.468698000,76.256799870,20.625418390,343.506974400,197.238384000,73.284255850,2044.379328000,197.295886100
533,1.685203757,1849.219189000,951.030579500,48.202024770,21.376569920,334.027048600,25.634735000,72.549366320,3430.931519000,224.961300900
534,3.872753204,1914.952048000,704.626991800,166.951801800,23.333850290,206.465988600,411.821058000,75.756603500,2373.880343000,291.963119800
535,3.694055822,2132.378269000,1261.785969000,29.956149650,24.382152310,302.357364900,297.672136100,74.515559990,3575.590285000,308.972215500
536,2.755742503,2003.765793000,907.131716500,91.685389580,19.569127450,272.737406500,915.161451400,77.139703060,3204.586834000,220.357501900
537,4.269017515,1992.347486000,429.331156400,165.678443600,27.077532670,298.414700900,401.696846900,75.705573900,2585.471946000,326.726575400
538,0.857380767,2038.898460000,524.684772700,105.128511800,19.795820650,218.491901700,354.985786700,72.406178030,2313.676959000,289.349833100
539,2.455381235,1955.866629000,630.990665900,120.293014400,17.251142540,248.487787000,1181.341388000,72.854579500,2193.814594000,180.650170100
540,2.866549666,2007.323807000,310.849518300,87.715096130,21.184673570,306.926694900,377.308252000,79.744912190,2097.424513000,207.327524000
541,2.694355677,1900.447879000,778.356422000,43.454555520,25.437709130,268.521892300,409.637965600,73.709183750,1727.395939000,63.685698330
542,1.509893138,2008.104286000,982.953219200,111.157878600,19.729030220,301.675421400,613.857606800,74.028030610,2587.121777000,307.533074800
543,4.681771671,2039.885314000,1135.141072000,125.228807800,24.853191950,265.458009700,866.023068300,70.417629170,2092.136339000,271.897909200
544,1.983301375,1904.960736000,197.482671300,116.171625800,24.164000400,331.039146300,1165.544484000,79.739999270,2808.127378000,249.729629300
545,2.606765620,1846.762892000,793.531499900,143.535238500,22.024108620,309.176650500,149.888466900,72.841068600,2434.796145000,239.457167400
546,2.407570787,1936.109248000,807.414387000,122.749080200,23.564782910,248.132367400,930.695170200,71.930143870,2159.554142000,138.219874400
547,2.364325843,1863.594513000,836.655016400,119.522636700,24.195131910,326.804350300,748.840938500,75.581573670,2805.836339000,177.812580200
548,2.505017883,2043.225729000,947.563433200,107.172871700,21.141384400,334.538099800,665.277922800,79.892087250,2461.043398000,164.365855700
549,2.603098488,1962.195615000,1615.096973000,90.187868680,24.055904560,314.414751400,98.509144180,72.066813670,2949.723274000,87.797279730
550,2.557126907,2055.143489000,522.492490000,75.536607020,19.717157500,324.006847800,554.229321700,72.825524420,2855.401801000,184.383824600
551,2.951609868,2004.332482000,768.145329200,78.293819140,19.964129700,227.758078200,731.404725800,69.764838320,2489.604245000,114.212674600
552,1.816392487,2026.960472000,454.720958900,72.251590510,21.519868780,245.858469300,640.306626600,69.573625060,2641.571967000,251.319525800
553,2.579046949,1968.419362000,881.889312500,158.205289800,20.977561060,290.024578900,539.223505100,72.313342200,2882.895803000,172.855703700
554,1.966911364,1985.425817000,578.293182100,147.191116200,23.988949880,327.438290700,450.398675500,71.887367340,2619.854215000,140.699648400
555,2.361865606,1855.696228000,82.278817840,134.242528600,22.557154960,340.150827100,144.313211400,70.273946120,2555.637336000,174.729538300
556,1.980939498,2001.577421000,360.813563000,112.326771600,26.764275260,350.858753700,338.264579600,72.988595480,1927.164768000,230.738121400
557,4.018219989,1801.940695000,728.965719600,133.637841200,24.046972230,258.434674300,984.117013300,74.018536000,2430.264468000,203.088663100
558,2.472225525,2136.038152000,217.913130000,102.259250300,26.391927900,266.041234500,682.060278800,73.241464010,2828.566611000,167.666177000
559,4.602389972,1944.166919000,867.469963000,75.670322370,17.441157420,266.145879800,321.828169500,72.588379160,2498.894803000,237.831421600
560,2.379036177,1833.458999000,575.577359300,94.054035350,22.141560060,257.164236500,250.772854600,66.824427110,2672.537036000,284.618668300
561,3.011978019,1989.373378000,1209.768416000,120.442159000,22.656622430,228.057719200,546.080894200,75.187941540,2461.609016000,213.855449500
562,3.400636409,1902.323754000,809.682111900,138.490883800,21.887169420,282.363184300,79.879898580,74.779540970,3015.846986000,253.718184500
563,1.779163815,1879.528648000,27.675056110,122.049385100,21.054442210,187.977964600,493.209488500,68.623372110,2686.511993000,251.900600900
564,3.874908931,1968.258174000,1120.960568000,140.515421900,21.039422240,236.546673400,980.920588000,72.843344230,2624.109841000,179.673581200
565,3.298775775,2012.822461000,1040.570941000,108.923804600,25.965307240,301.909976800,1003.554958000,71.955556930,1872.739335000,359.052219800
566,1.620785887,1901.357022000,842.301190400,151.259793400,22.878356720,314.622061700,519.668523000,74.615810400,2199.094352000,300.534497400
567,3.927337554,1959.650631000,1133.894457000,108.527432800,21.169951300,242.068878800,594.850651800,69.811372750,2110.887258000,278.622472000
568,1.615004585,1928.277568000,678.918064400,130.451324000,23.223228450,282.382221500,927.767306600,72.950379090,1564.394256000,320.794693700
569,3.560760123,1935.832762000,1462.306303000,104.531154800,23.258365890,319.567735500,640.730223500,75.403918120,2208.515885000,171.223083700
570,1.538538701,2015.074435000,701.907781400,113.481300800,23.013203030,256.494268400,154.822382400,74.609086870,3139.949214000,264.221699300
571,2.884592473,1978.408952000,1200.961642000,160.177822800,22.220097370,320.850106200,407.546925300,71.543910880,2587.231985000,165.019035900
572,2.584119238,1970.688669000,742.247846300,141.247493900,21.306918740,279.619249000,488.015046700,66.578622070,2872.929060000,102.756576200
573,2.343978781,1958.917696000,704.482014900,125.074465200,23.084645950,219.209049700,225.408455200,75.675657040,2072.365899000,200.953677800
574,2.908786806,2051.029636000,620.951074800,57.105522580,22.255118660,254.922843300,1238.476416000,75.910060990,2246.157859000,216.444806100
575,3.054470138,2069.672767000,725.971602700,57.285332520,25.274968750,233.111409500,91.390133730,74.907334180,1670.627095000,154.371602800
576,2.664332640,2025.832462000,564.907755500,73.627341930,16.848536320,267.455946200,835.009626400,73.219285930,3168.335771000,199.341326400
577,3.856199387,1943.581515000,368.262113200,135.136487400,20.165738480,329.662061000,588.809291900,71.866488290,2536.108755000,285.048537000
578,3.084779869,1998.218000000,737.592885400,98.333336300,22.230779240,311.023897100,709.435236700,74.672377390,1723.652082000,290.954081600
579,3.887080368,2024.927076000,1087.544234000,141.799355000,21.825161570,330.644050800,618.006876600,73.607207630,1934.628796000,223.378891100
580,1.362841783,1891.619542000,1263.070804000,103.997315200,22.177332410,280.124853900,299.873426500,75.495719010,2008.832707000,293.631456800
581,2.196740023,1955.906886000,578.254602800,104.909582800,22.498081170,254.975052900,372.315568600,73.358655480,2398.695806000,280.499269000
582,3.228434566,2019.043878000,573.815018700,88.459307640,20.583308600,276.711106800,593.134892000,78.556223760,2227.447322000,272.671713600
583,2.316606957,1887.968335000,811.336723800,99.955885720,22.998509980,287.006810800,749.901596900,72.749147440,2634.513717000,262.026527800
584,2.163566869,1913.021899000,606.244185700,129.246402100,19.292115000,348.597737900,493.708022900,72.638695440,1901.323144000,204.324647600
585,3.355421237,1995.549153000,984.742073000,110.738213400,24.696093190,193.431144100,772.566280300,73.963857460,1348.288251000,280.880603100
586,3.370015372,2099.645536000,1511.681841000,112.750541200,20.989594220,238.532446100,709.878674200,72.776357860,3616.428136000,238.933699800
587,3.521605408,1993.219156000,445.475813000,129.442139800,20.726427130,301.971865700,399.815519800,68.708028050,2379.634946000,209.654609700
588,2.592535644,2067.227615000,660.853916100,131.510859400,19.778658130,212.187005800,488.716528600,71.039550200,2526.816726000,170.391670700
589,5.295841993,2116.647950000,833.967349100,102.944857100,19.620919940,233.750031400,38.609529270,70.221070930,3533.008496000,254.612779700
590,3.487507215,2023.287396000,1276.816013000,106.901560800,23.954548670,232.522725100,237.953725200,76.149067790,1859.029188000,201.588044400
591,2.048910035,2037.691461000,1051.666699000,139.274598100,24.337508940,297.309690100,46.527258610,71.470098980,2509.612948000,188.181326100
592,1.487418823,1949.031040000,1911.536477000,98.380761530,19.447283180,379.172950800,426.917622400,75.573333510,2814.321842000,256.522741000
593,3.307696605,1797.648234000,807.064161300,120.065258300,23.882251200,305.439342600,383.261885200,68.901282730,2794.677292000,378.756878800
594,2.927595074,2010.974816000,322.072329400,79.480157090,21.277803640,244.022276400,432.310929100,74.862012240,3021.142365000,202.334116500
595,2.250822109,2012.771415000,535.144341300,100.852237300,21.333804460,267.167753000,1142.302815000,74.096116480,2083.629628000,128.208167300
596,3.581410436,1979.232197000,1098.715687000,69.820503670,18.550764790,314.731349800,77.462020330,76.543019630,2395.417067000,75.831811690
597,2.571758024,2066.355044000,447.394722300,170.332558100,26.546042290,246.027954400,839.780723100,66.915540690,1642.474560000,190.242137900
598,2.165756332,2110.837034000,283.346896000,51.225362610,24.539248180,288.473012100,501.389011500,78.698345910,1458.432892000,147.096687500
599,3.048513069,2135.884974000,704.362095800,67.876222730,22.282242470,245.156558700,528.170796700,71.448594970,3193.923461000,285.418019100
600,2.225913790,2025.871743000,603.150032300,148.761127500,18.711075130,204.729834500,454.855549800,72.707677610,1982.878242000,185.939331800
601,4.250977881,2102.672968000,496.873649500,93.909477840,24.802328620,267.442877100,434.040011500,73.562052910,2415.466235000,190.810440200
602,4.199402984,1973.753494000,186.274750300,145.866675200,20.218889790,223.850527900,464.720309700,71.708566420,2474.731951000,187.933134100
603,3.651049592,1899.052981000,1172.960238000,136.682724500,21.610500090,297.423491900,264.538975400,69.954876550,2716.483211000,272.256726500
604,3.578783971,1862.679792000,341.672132300,75.068600030,25.956842430,312.790306400,9.046203106,73.006935200,1399.118555000,160.519026900
605,2.187155374,1987.787140000,569.930605200,76.426669970,23.348416230,346.137893000,641.922189300,76.065686280,3135.262653000,234.932781600
606,3.550037862,1985.897448000,766.062355500,143.639701900,19.637272020,243.238936200,522.057601600,74.429049970,2413.492088000,189.050298700
607,2.750998354,2062.143965000,405.974022800,104.992164500,21.668840640,268.465153300,6.986692927,74.082319970,2685.676163000,154.908808900
608,4.301890573,2050.006700000,1137.892383000,136.038192900,22.500388830,275.196920700,1230.465214000,76.570828030,2584.359640000,187.878351900
609,1.538686396,1965.442757000,331.070665700,99.879942280,17.454849650,299.605195000,351.105767700,76.536486190,2072.870784000,234.335085700
610,3.311243949,2076.665686000,1089.484745000,57.005741140,18.847270590,298.230819100,198.270407700,77.242913070,2931.632323000,275.915786700
611,1.647649215,2110.985588000,31.608469240,101.935506100,19.462720350,242.918105400,688.874406000,71.416004200,2952.839631000,172.013664600
612,2.547477686,1923.762595000,597.141516900,130.656141900,21.845864770,328.386304800,611.326829500,78.149231450,3495.239969000,251.450925200
613,2.706280146,1959.120541000,231.877431800,99.282287590,23.881080960,313.077248700,459.957462800,72.390613330,3090.529178000,180.410123700
614,2.830373559,1959.305254000,1121.558605000,72.348956130,18.382832250,284.449392700,619.211320400,71.691460460,2213.351811000,209.173436800
615,1.484095679,2050.300024000,508.907881500,98.156086220,24.411822660,275.905240800,134.095249600,72.636981680,2004.612628000,196.164794800
616,2.268267202,1933.192727000,724.691751000,97.203717930,19.965831160,352.390283200,606.101276100,75.498863880,2470.979075000,194.177082800
617,2.159848177,2144.523774000,836.632366700,107.693444800,22.564345500,283.036477700,540.078089800,72.416163700,1784.280908000,220.849609700
618,3.276516766,1911.245306000,213.466387600,78.847811480,21.778933740,226.990370800,113.590493900,72.695218480,2734.030447000,223.770442600
619,2.547745753,1980.854997000,728.348279100,112.169653800,23.021586720,307.818626900,1133.447941000,73.689997080,2859.464927000,162.772501200
620,4.653023037,2076.981960000,1227.550658000,83.235110280,22.068205920,333.635524800,208.615290600,70.611512550,2610.449767000,206.379743400
621,2.131997766,2000.360856000,1440.540362000,125.469049500,23.119782310,249.835419100,662.169993800,68.342539030,2072.586964000,275.662926600
622,3.260249675,1869.808133000,498.519344200,75.449220200,17.438404570,328.502329800,584.746860500,67.803679960,2421.369698000,250.036046800
623,3.706841853,1819.454181000,645.728833200,181.032809200,23.034720240,257.559186700,297.240823100,68.367966110,2192.559018000,214.912174100
624,1.716397116,1960.575042000,331.696471300,93.867545210,25.082823160,240.242783000,692.271085500,74.610183970,1872.700259000,245.025217800
625,3.709140400,2072.959799000,563.965040600,86.803447220,25.262955370,285.407901300,26.544979080,71.337023300,3041.020112000,133.021556900
626,2.245217000,2192.738783000,611.766338000,108.265862300,18.056093300,339.313585600,391.638637400,69.687308570,2832.268227000,117.178874500
627,3.961632688,1986.525647000,605.032639600,109.180479200,23.304309830,304.346690300,367.982345700,77.336307380,2538.106299000,199.000737500
628,3.900538724,2025.608322000,883.908385000,170.892293100,25.281753450,195.534573100,638.025713200,78.500822330,2187.823453000,247.622707600
629,2.755190425,1997.804519000,1083.792646000,111.727884400,25.420647220,302.560383300,567.407012300,75.632045100,2464.374710000,277.357597600
630,1.584150602,2005.350824000,1057.768509000,147.194913300,22.126621140,273.122131700,98.620346640,73.550230200,3015.926352000,128.357543000
631,3.165740990,2021.393831000,231.771428200,107.334912000,22.230743760,258.574041100,293.848474400,79.178732120,1694.488100000,72.530873380
632,2.622594427,1961.550076000,1490.320115000,122.233629500,24.476798350,332.383999900,534.070328800,71.531521300,2616.114331000,111.265919000
633,1.828754245,1920.564566000,379.333489300,103.509805900,17.998559430,257.285561600,37.629351180,80.419862410,2001.811014000,155.950624400
634,3.675442037,2016.367415000,1059.623919000,125.624491400,18.846716170,255.732789700,748.944290300,72.515476330,2517.448778000,212.266907700
635,2.993124315,1873.098881000,1315.304892000,114.275489900,23.712517830,246.822019100,1177.612670000,71.175110780,1782.924684000,160.294496400
636,3.279824569,1917.770974000,439.231981600,136.496126400,20.435001200,271.303589700,569.585247300,64.054060560,1639.635577000,220.688162100
637,2.066236471,1873.797456000,399.257117100,79.473942850,18.645656540,295.886960800,197.252269100,78.935757080,2560.108027000,311.257397500
638,4.237959575,1936.877106000,1372.830744000,115.390950600,24.350603590,293.844799000,341.071009500,77.762205350,2854.913992000,239.208597200
639,1.372276399,1966.472265000,777.775560700,117.786370300,21.344363430,291.856611900,1072.489598000,70.438921470,2566.464137000,198.095265100
640,3.603261867,1998.709005000,760.881310900,125.495521300,25.906781320,263.805110800,378.020970300,73.595082680,3249.856261000,171.711492900
641,2.770719981,1887.288244000,1192.344813000,122.378494500,24.520993960,306.206028000,668.451348300,72.976124090,1493.801335000,180.644373600
642,2.612677334,1840.441237000,1230.186373000,149.762393100,22.981431130,220.551372100,1166.628925000,70.664070500,2293.754275000,268.016122000
